Boxer,Date,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,RDS
"Breazeale, Dominic",2014.06.21,12500.0,9.46929770425132,251.6,28.8333333333333,10,0,9,0,0,10
"Diaz, Eddie",2014.06.21,1500.0,7.34903416805123,149.8,25.8333333333333,0,0,0,0,0,4
"Maidana, Fabian",2014.06.21,2000.0,7.63671624050301,144.2,22.0,0,0,0,0,0,4
"Forrest, Jerry",2014.06.21,5000.0,8.55300697237717,224.4,26.1666666666667,7,1,6,0,0,8
"Hunter, Michael",2014.06.21,7500.0,8.95847208048533,207.2,25.9166666666667,4,0,3,0,0,8
"Kamegai, Yoshihiro",2014.06.21,75000.0,11.2610571734794,146.8,31.5833333333333,24,1,21,0,0,12
"Guerrero, Robert",2014.06.21,1000000.0,13.8513243389252,146.0,31.25,31,2,18,0,0,12
"Gbenga, Michael",2014.06.21,6000.0,8.73532852917112,172.8,35.0833333333333,19,14,19,0,0,6
"Shabranskyy, Vyacheslav",2014.06.21,7500.0,8.95847208048533,175.4,27.0833333333333,8,0,7,0,0,6
"Stower, Donte",2014.06.21,1300.0,7.20593332441056,151.4,29.6666666666667,0,4,0,0,0,4
"Hernandez, Mark A.",2014.06.21,1500.0,7.34903416805123,149.4,21.0833333333333,1,0,0,0,0,4
"Lomachenko, Vasyl",2014.06.21,631500.0,13.3916670017336,125.4,26.3333333333333,1,1,1,1,0,12
"Russell, Gary A.",2014.06.21,421000.0,12.9862018936255,125.4,26.0,24,0,14,1,0,12
"Bellows, Lanell V.",2014.06.27,4000.0,8.32986342106296,167.0,28.5833333333333,7,1,6,0,0,6
"Phipps, Jas",2014.06.27,2500.0,7.85985979181722,166.8,26.8333333333333,4,4,1,0,0,6
"Browne, Marcus R.",2014.06.27,12500.0,9.46929770425132,178.4,23.5833333333333,10,0,7,0,0,8
"Hendrix, Tyrell",2014.06.27,6300.0,8.78411869334055,172.8,30.8333333333333,10,4,3,0,0,8
"Spence, Errol Jnr.",2014.06.27,15000.0,9.65161926104528,146.6,24.25,12,0,10,0,0,10
"Flores, Benjamin J.",2014.06.27,15000.0,9.65161926104528,203.8,35.4166666666667,29,1,19,0,0,8
"Smith, Anthony C.",2014.06.27,15000.0,9.65161926104528,203.2,29.1666666666667,15,2,10,0,0,8
"Karl, Ryan",2014.06.27,2500.0,7.85985979181722,142.2,22.4166666666667,1,0,1,0,0,4
"Muldrew, Cory A.",2014.06.27,1750.0,7.50318484787849,143.2,26.5367579908643,1,7,0,0,0,4
"Miller, Ladarius R.",2014.06.27,2500.0,7.85985979181722,140.4,20.9166666666667,2,0,1,0,0,4
"Plant, Caleb H.",2014.06.27,2500.0,7.85985979181722,160.6,21.9166666666667,1,0,1,0,0,4
"Noriega, Michael",2014.06.27,2000.0,7.63671624050301,157.2,33.1666666666667,4,3,4,0,0,4
"Lovett, Stephen",2014.06.27,4000.0,8.32986342106296,176.2,29.1666666666667,9,0,7,0,0,8
"Williams, Dwayne",2014.06.27,5500.0,8.64831715218149,175.6,30.9166666666667,5,2,2,0,0,8
"Washington, Gerald M.",2014.06.27,10000.0,9.24615415293711,250.4,32.1666666666667,12,0,9,0,0,8
"Marks, Joshua",2014.06.27,2000.0,7.63671624050301,137.6,27.0833333333333,8,5,8,0,0,6
"Reyes, Artemio",2014.06.27,6500.0,8.81537123684466,146.8,27.75,21,2,17,0,0,10
"Arellano, Jonathan",2014.06.27,4000.0,8.32986342106296,122.9,26.9166666666667,14,3,3,0,0,8
"Roman, Daniel",2014.06.27,4500.0,8.44764645671934,123.0,24.0833333333333,9,2,4,0,0,8
"Chavez, Joaquin R.",2014.06.27,6000.0,8.73532852917112,139.5,26.5833333333333,7,12,2,0,0,8
"Santillan, Giovanni",2014.06.27,4500.0,8.44764645671934,139.6,22.5723744292238,12,0,7,0,0,8
"Valenzuela, Cesar",2014.06.27,2200.0,7.73202642030734,130.0,24.25,7,3,3,0,0,6
"Ituarte, Erick",2014.06.27,2000.0,7.63671624050301,129.9,19.5833333333333,7,0,1,0,0,6
"Gonzalez, Joet",2014.07.09,2500.0,7.85985979181722,122.0,20.75,6,0,1,0,0,6
"Clark, David",2014.07.09,3500.0,8.19633202843843,122.6,29.75,6,3,4,0,0,6
"Diaz, Joseph Jnr.",2014.07.09,15000.0,9.65161926104528,123.6,21.6666666666665,10,0,7,0,0,10
"Robles, Ramiro",2014.07.09,8000.0,9.0230106016229,124.0,21.5899543378994,12,1,7,0,0,10
"De La Hoya, Diego",2014.07.09,5000.0,8.55300697237717,124.0,19.9166666666665,5,0,4,0,0,6
"Tamayo, Miguel",2014.07.09,2500.0,7.85985979181722,122.0,31.0,15,9,13,0,0,6
"Gomez, Alfonso S.",2014.07.09,15000.0,9.65161926104528,150.2,33.75,23,6,12,0,0,10
"Paredes, Edward",2014.07.09,20000.0,9.93930133349706,150.0,29.3333333333333,35,3,23,0,0,10
"Negrete, Oscar M.",2014.07.09,2000.0,7.63671624050301,118.6,27.0,4,0,1,0,0,4
"Avina, Alberto",2014.07.11,1200.0,7.12589061673702,177.0,37.5860730593606,0,2,0,0,0,4
"Fundora, Alberto",2014.07.11,1000.0,6.94356905994307,173.0,18.75,0,0,0,0,0,4
"Serrano, Victor",2014.07.11,2000.0,7.63671624050301,123.0,29.5860730593606,4,5,1,0,0,6
"Espinoza, Rafael",2014.07.11,1500.0,7.34903416805123,122.0,20.25,3,0,2,0,0,6
"Sandoval, Jesus",2014.07.11,1200.0,7.12589061673702,127.0,28.9166666666665,3,2,0,0,0,4
"Ramos, Roque",2014.07.11,1000.0,6.94356905994307,127.0,26.9166666666665,4,0,1,0,0,4
"Ruiz, Victor",2014.07.11,4000.0,8.32986342106296,115.0,23.5,15,3,11,0,0,10
"Banuelos, Indian",2014.07.11,1200.0,7.12589061673702,118.8,25.3333333333333,2,1,0,0,0,4
"Braxton, Gabriel",2014.07.11,1200.0,7.12589061673702,118.4,29.75,1,2,0,0,0,4
"Covielles, Daniel",2014.07.11,1500.0,7.34903416805123,113.0,22.1666666666665,3,0,1,0,0,4
"Mendoza, Gilberto",2014.07.11,1500.0,7.34903416805123,114.0,24.75,2,3,1,0,0,4
"Franco, Daniel",2014.07.11,1500.0,7.34903416805123,128.8,22.606392694064,8,0,5,0,0,6
"Torres, Alberto",2014.07.11,2500.0,7.85985979181722,127.0,28.0833333333333,4,0,1,0,0,6
"Rodela, David",2014.07.11,4000.0,8.32986342106296,141.0,32.0,16,9,7,0,0,8
"Alvarez, Saul C.",2014.07.12,1500000.0,14.2567894470334,155.0,24.0,43,1,31,0,1,12
"Lara, Erislandy",2014.07.12,1000000.0,13.8513243389252,155.0,31.25,19,1,12,0,1,12
"Falcao, Yamaguchi",2014.07.12,4000.0,8.32986342106296,161.5,26.6009132420058,1,0,0,0,0,6
"Sosa, John Karl",2014.07.12,6000.0,8.73532852917112,141.5,21.8333333333333,10,0,6,0,0,6
"Bello, Luis",2014.07.12,6000.0,8.73532852917112,141.0,20.75,5,1,2,0,0,6
"Perez, Johan A.",2014.07.12,100000.0,11.5487392459312,140.0,31.0833333333333,19,1,13,1,1,12
"Herrera, Mauricio",2014.07.12,125000.0,11.7718827972454,140.0,34.1666666666665,20,4,7,1,1,12
"Mares, Abner",2014.07.12,400000.0,12.9350336070511,126.5,28.6666666666665,26,1,14,0,1,10
"Oquendo, Jonathan",2014.07.12,50000.0,10.8555920653712,126.5,30.9166666666665,24,3,16,0,1,10
"Lopez, Juan M.",2014.07.12,125000.0,11.7718827972454,130.0,31.0833333333333,34,3,31,0,1,10
"Vargas, Francisco J.",2014.07.12,75000.0,11.2610571734794,129.0,29.5981735159785,19,0,13,0,1,10
"Quigley, Jason R.",2014.07.12,5000.0,8.55300697237717,160.0,23.1666666666665,0,0,0,0,0,4
"Salinas, Yoandris",2014.07.12,15000.0,9.65161926104528,123.0,28.8333333333333,20,0,13,0,0,10
"Quevedo, Enrique",2014.07.12,7000.0,8.88947920899838,122.0,31.4166666666665,15,7,9,0,0,10
"Boyea, Payton",2014.07.18,1200.0,7.12589061673702,190.0,26.75,0,4,0,0,0,4
"Santibanes, Walter M.",2014.07.18,1200.0,7.12589061673702,123.0,23.6666666666665,4,2,2,0,0,4
"Briceno, Benjamin",2014.07.18,1000.0,6.94356905994307,123.0,22.75,3,1,0,0,0,4
"Dong, Taishan",2014.07.18,12500.0,9.46929770425132,283.0,26.1666666666665,0,0,0,0,0,4
"Hermosillo, Mario M.",2014.07.18,2000.0,7.63671624050301,140.0,27.6173515981702,12,12,2,0,0,6
"Quintero, Arturo",2014.07.18,1500.0,7.34903416805123,136.0,30.3333333333333,15,4,9,0,0,6
"Quiroz, Jesus",2014.07.18,1000.0,6.94356905994307,152.0,22.75,0,0,0,0,0,4
"Siapno, Joel",2014.07.18,1000.0,6.94356905994307,152.0,22.6283105022831,0,0,0,0,0,4
"Reyes, Manuel A.",2014.07.18,1000.0,6.94356905994307,147.0,23.6666666666665,1,2,0,0,0,4
"Gonzales, Tony",2014.07.18,1000.0,6.94356905994307,143.75,28.8333333333333,0,0,0,0,0,4
"Mixon, Ronald",2014.07.18,1000.0,6.94356905994307,173.25,25.25,1,0,1,0,0,4
"Ledic, Zlatko",2014.07.18,1200.0,7.12589061673702,174.5,30.9166666666665,0,2,0,0,0,4
"Griffin, Rynell",2014.07.18,2000.0,7.63671624050301,140.0,31.8333333333333,7,21,2,0,0,6
"Teague, Tavorus",2014.07.18,1000.0,6.94356905994307,151.0,27.25,1,0,1,0,0,4
"Irie, Tatsuro",2014.07.18,1100.0,7.03887923974739,151.0,29.5899543378962,0,4,0,0,0,4
"Hovhannisyan, Azat",2014.07.18,1000.0,6.94356905994307,124.0,25.9166666666665,4,1,3,0,0,6
"Quevedo, Daniel",2014.07.18,2000.0,7.63671624050301,120.0,30.6529680365263,13,15,8,0,0,6
"Ruiz, Erik",2014.07.19,1000.0,6.94356905994307,123.0,22.3333333333333,12,1,6,0,0,6
"Alcantara, Jonathan G.",2014.07.19,2000.0,7.63671624050301,122.0,26.3333333333333,6,10,1,0,0,6
"Arteaga, Alejandro",2014.07.19,1000.0,6.94356905994307,140.0,37.0,3,8,1,0,0,4
"Zayas, Steven",2014.07.19,1000.0,6.94356905994307,140.0,21.9166666666665,0,0,0,0,0,4
"Fernandez, Ismael",2014.07.19,1000.0,6.94356905994307,130.0,19.8333333333333,0,0,0,0,0,4
"Salazar, Benito",2014.07.19,1000.0,6.94356905994307,130.0,21.8333333333333,0,1,0,0,0,4
"Reyes, Johnny",2014.07.19,1000.0,6.94356905994307,135.0,22.1666666666665,3,0,1,0,0,4
"Ochoa, Alejandro",2014.07.19,1200.0,7.12589061673702,135.0,25.5,2,8,0,0,0,4
"Olguin, Helaman",2014.07.19,1000.0,6.94356905994307,243.0,30.6557077625537,1,3,1,0,0,4
"Tinae, Andrew",2014.07.19,1200.0,7.12589061673702,267.0,29.0833333333333,0,1,0,0,0,4
"Arnett, Daquan",2014.07.25,2500.0,7.85985979181722,156.0,21.6666666666665,11,1,7,0,0,8
"Hernandez, Angel*",2014.07.25,5000.0,8.55300697237717,155.75,29.6666666666665,16,15,13,0,0,8
"Macias, Neeco",2014.07.25,1200.0,7.12589061673702,151.5,23.25,5,0,1,0,0,4
"Hill, Robert",2014.07.25,1000.0,6.94356905994307,153.25,24.1666666666665,1,5,0,0,0,4
"Gomez, Frankie",2014.07.25,20000.0,9.93930133349706,140.0,22.4166666666665,17,0,13,0,0,10
"Gausha, Terrell M.",2014.07.25,5000.0,8.55300697237717,157.0,26.8333333333333,10,0,5,0,0,8
"Warrior, Ronnie Jr.",2014.07.25,15000.0,9.65161926104528,164.25,37.6666666666665,15,8,5,0,0,8
"Perrella, Bryant",2014.07.25,2000.0,7.63671624050301,146.0,25.3333333333333,5,0,4,0,0,6
"Shabranskyy, Vyacheslav",2014.07.25,7500.0,8.95847208048533,176.75,27.1666666666665,9,0,7,0,0,6
"Garcia, Jonathan",2014.07.25,4000.0,8.32986342106296,144.7,23.0,14,0,11,0,0,8
"Balasi, Michael",2014.07.25,4500.0,8.44764645671934,144.7,33.4166666666665,10,4,7,0,0,8
"Carlson, Carlos",2014.07.25,4000.0,8.32986342106296,117.5,24.0833333333333,14,1,10,0,0,8
"Cen-Torres, Jose",2014.07.25,4000.0,8.32986342106296,117.0,22.0,13,4,1,0,0,8
"Teague, Tavorus",2014.07.25,1200.0,7.12589061673702,152.0,27.25,2,0,1,0,0,4
"Bazille, Malik",2014.07.25,1200.0,7.12589061673702,154.0,23.6036529680366,1,2,0,0,0,4
"Villarraga, Cesar",2014.07.25,1675.0,7.4593822252201,132.5,28.8333333333333,3,0,2,0,0,6
"Coca, Dominic",2014.07.25,2500.0,7.85985979181722,133.0,34.4166666666665,8,8,2,0,0,6
"Lapizco, Francisco J.",2014.07.25,1000.0,6.94356905994307,115.5,19.1666666666665,4,0,1,0,0,4
"Lorenzo, Christian",2014.07.25,1000.0,6.94356905994307,115.7,24.75,2,1,1,0,0,4
"Perez, Joe",2014.07.25,1000.0,6.94356905994307,122.0,24.5,4,1,3,0,0,4
"Braxton, Gabriel",2014.07.25,1200.0,7.12589061673702,122.0,29.75,1,3,0,0,0,4
"Ramirez, Daniel",2014.07.25,3000.0,8.04218134861118,128.0,24.3333333333333,10,1,4,0,0,8
"Garcia, Aaron",2014.07.25,2000.0,7.63671624050301,128.0,32.0833333333333,14,3,4,0,0,8
"Hood, Riccy",2014.07.25,1000.0,6.94356905994307,136.0,24.6666666666665,1,0,0,0,0,4
"Pantaleon, Norberto",2014.07.25,1200.0,7.12589061673702,136.0,31.0833333333333,0,2,0,0,0,4
"Begay, Herb",2014.08.02,2000.0,7.63671624050301,154.0,27.9166666666667,0,0,0,0,0,4
"Chaves, Diego G.",2014.08.02,25000.0,10.1624448848113,148.0,28.3333333333335,23,1,19,0,0,10
"Rios, Brandon L.",2014.08.02,925000.0,13.7733627974555,147.0,28.3333333333335,31,2,23,0,0,10
"De Leon, Erick",2014.08.02,4000.0,8.32986342106296,130.6,22.5833333333335,7,0,3,0,0,6
"Toledo, Pedro",2014.08.02,3500.0,8.19633202843843,131.0,27.5833333333335,2,1,0,0,0,6
"Mosley, Shane Jnr.",2014.08.02,4000.0,8.32986342106296,159.6,23.7006849315069,1,0,1,0,0,4
"Magdaleno, Jessie",2014.08.02,8000.0,9.0230106016229,123.0,22.75,18,0,14,0,0,8
"Rodriguez, Carlos S.",2014.08.02,2000.0,7.63671624050301,123.0,30.9166666666667,18,14,10,0,0,8
"Ramirez, Jose C.",2014.08.02,10000.0,9.24615415293711,142.4,22.0,10,0,8,0,0,8
"Vargas, Jessie",2014.08.02,120000.0,11.7310608027251,140.0,25.25,24,0,9,1,0,12
"Novikov, Anton",2014.08.02,105000.0,11.5975294101006,139.4,26.5833333333335,29,0,10,1,0,12
"Vazquez, Orlando",2014.08.02,6000.0,8.73532852917112,132.3,32.25,13,4,7,0,0,6
"Rodriguez, Saul",2014.08.02,7500.0,8.95847208048533,132.8,21.3333333333335,13,0,10,0,0,6
"Peterson, Percy",2014.08.02,900.0,6.83820854428524,144.0,23.0,0,2,0,0,0,4
"Bourland, Ryan",2014.08.02,800.0,6.72042550862886,177.0,26.1666666666667,2,0,1,0,0,4
"Daniel, Khrystian",2014.08.02,800.0,6.72042550862886,144.0,21.5,0,0,0,0,0,4
"Ghvamichava, Levan",2014.08.02,6000.0,8.73532852917112,142.0,29.0833333333335,11,1,8,0,0,8
"Singleton, Christopher",2014.08.02,5700.0,8.68403523478357,141.0,30.4166666666667,12,0,5,0,0,8
"Lugo, Luis A.",2014.08.02,2000.0,7.63671624050301,147.0,26.8333333333335,13,20,5,0,0,6
"Victorian, Dwain",2014.08.02,1200.0,7.12589061673702,137.0,22.8333333333335,4,2,2,0,0,6
"Diaz, Joel Jnr.",2014.08.08,10000.0,9.24615415293711,131.6,22.4166666666667,16,0,12,0,0,8
"Escalera, Jason M.",2014.08.08,6000.0,8.73532852917112,168.0,29.7061643835584,14,2,12,0,0,8
"Nelson, Willie",2014.08.08,15000.0,9.65161926104528,154.6,27.3333333333335,22,1,13,0,0,10
"Grajeda, Luis E.",2014.08.08,10000.0,9.24615415293711,154.8,27.6732876712297,17,2,13,0,0,10
"Vasquez, Oscar R.",2014.08.08,2000.0,7.63671624050301,113.0,27.0833333333335,6,1,1,0,0,6
"Lopez, Sergio R.",2014.08.08,2000.0,7.63671624050301,113.0,23.4166666666667,2,1,0,0,0,6
"Zhilei, Zhang",2014.08.08,7500.0,8.95847208048533,259.2,31.25,0,0,0,0,0,4
"Tate, Curtis Lee",2014.08.08,4000.0,8.32986342106296,227.4,30.3333333333335,7,4,6,0,0,4
"Vaughan, Liam",2014.08.09,1500.0,7.34903416805123,159.0,24.0,8,2,2,0,0,4
"Benitez, Saul",2014.08.09,1500.0,7.34903416805123,156.4,22.8333333333335,3,5,0,0,0,4
"Felix, Jose Jnr.",2014.08.09,12500.0,9.46929770425132,136.8,22.25,27,1,22,0,0,8
"Rodriguez, Alejandro",2014.08.09,8000.0,9.0230106016229,136.6,26.4166666666667,21,14,12,0,0,8
"Falcao, Esquiva F.",2014.08.09,4000.0,8.32986342106296,157.4,24.7171232876681,3,0,1,0,0,6
"Zepeda, Jose",2014.08.09,10000.0,9.24615415293711,142.0,25.25,19,0,16,0,0,8
"Garza, Adrian R.",2014.08.09,4500.0,8.44764645671934,142.0,25.8333333333335,8,3,6,0,0,8
"Najera, Ivan",2014.08.09,6000.0,8.73532852917112,135.0,21.75,13,0,8,0,0,8
"Martyniouk, Stan",2014.08.09,5000.0,8.55300697237717,134.6,29.1666666666667,13,1,2,0,0,8
"Kavaliauskas, Egidijus",2014.08.09,4000.0,8.32986342106296,147.0,26.1666666666667,6,0,5,0,0,6
"Whitaker, Benjamin",2014.08.09,3500.0,8.19633202843843,146.4,30.25,7,0,2,0,0,6
"Valerio, Edgar",2014.08.09,1500.0,7.34903416805123,120.4,20.0833333333335,3,0,2,0,0,4
"Rodriguez, Adrian",2014.08.09,1500.0,7.34903416805123,120.0,27.3333333333335,0,1,0,0,0,4
"Sedano, Luis A.",2014.08.09,1500.0,7.34903416805123,131.2,24.8333333333335,2,0,1,0,0,4
"Wohlman, Zachary",2014.08.09,2500.0,7.85985979181722,141.2,26.25,8,1,1,0,0,6
"Velarde, Paul A.",2014.08.09,2500.0,7.85985979181722,138.4,31.25,3,4,0,0,0,6
"Pedraza, Jose",2014.08.15,10000.0,9.24615415293711,132.0,25.25,17,0,11,0,0,10
"Martinez, Juan Carlos",2014.08.15,10000.0,9.24615415293711,129.0,32.703424657534,20,14,7,0,0,10
"Santana, Francisco",2014.08.15,4000.0,8.32986342106296,146.0,28.25,20,3,9,0,0,6
"Lugo, Luis A.",2014.08.15,3000.0,8.04218134861118,145.0,26.8333333333335,13,21,5,0,0,6
"Nugaev, Rustam R.",2014.08.15,20000.0,9.93930133349706,134.0,31.9166666666667,27,6,17,0,0,12
"Shafikov, Denis F.",2014.08.15,25000.0,10.1624448848113,135.0,29.1666666666667,33,1,17,0,0,12
"Serrano, Rufino",2014.08.15,2250.0,7.7544992761594,125.0,24.0,14,5,1,0,0,6
"Suleymanov, Khabir",2014.08.15,2000.0,7.63671624050301,125.0,33.7034246575342,16,4,6,0,0,6
"Tinae, Andrew",2014.08.15,1200.0,7.12589061673702,258.0,29.1666666666667,0,2,0,0,0,4
"Dirrell, Anthony",2014.08.16,500000.0,13.1581771583653,168.0,29.8333333333335,26,0,22,1,0,12
"Bika, Sakio",2014.08.16,700000.0,13.4946493949865,167.8,35.3333333333335,32,5,21,1,0,12
"Figueroa, Omar",2014.08.16,270000.0,12.5419910189414,135.0,24.7143835616407,23,0,17,1,0,12
"Porter, Shawn",2014.08.16,500000.0,13.1581771583653,146.8,26.8333333333335,24,0,15,1,0,12
"Breazeale, Dominic",2014.08.16,10000.0,9.24615415293711,250.0,29.0,11,0,10,0,0,6
"Gavern, Jason",2014.08.16,32500.0,10.4248091492788,247.0,37.3333333333335,25,16,11,0,0,10
"Wilder, Deontay L.",2014.08.16,50000.0,10.8555920653712,224.0,28.8333333333335,31,0,31,0,0,10
"Terry, Ira",2014.08.16,6500.0,8.81537123684466,132.0,27.5,26,11,16,0,0,8
"Linares, Jorge",2014.08.16,5000.0,8.55300697237717,137.0,29.0,36,3,23,0,0,8
"Najera, Fernando",2014.08.16,1800.0,7.53135572484519,158.2,27.1666666666667,1,3,0,0,0,4
"Quigley, Jason R.",2014.08.16,4000.0,8.32986342106296,161.4,23.25,1,0,1,0,0,4
"Maidana, Fabian",2014.08.16,2500.0,7.85985979181722,142.4,22.1666666666667,1,0,0,0,0,4
"Rhodes, Lydell",2014.08.16,5000.0,8.55300697237717,142.6,26.8333333333335,21,0,10,0,0,8
"Ramirez, Jose L. Jnr.",2014.08.16,7000.0,8.88947920899838,144.0,26.75,7,0,4,0,0,8
"Sanchez, Alan L.",2014.08.16,10000.0,9.24615415293711,148.0,23.5,13,3,7,0,0,8
"Alcantara, Jonathan G.",2014.08.16,2000.0,7.63671624050301,121.5,26.4166666666667,6,11,1,0,0,6
"Delgado, Heriberto",2014.08.16,2000.0,7.63671624050301,121.25,20.5833333333335,11,0,6,0,0,6
"Hermosillo, Mario M.",2014.08.16,2000.0,7.63671624050301,138.75,27.7006849315037,12,13,2,0,0,4
"Arellano, Antonio I.",2014.08.16,1500.0,7.34903416805123,139.25,28.0833333333335,6,2,2,0,0,4
"Caro, Giovanni",2014.08.16,4000.0,8.32986342106296,120.25,31.75,24,14,19,0,0,8
"Martin, Christopher",2014.08.16,4000.0,8.32986342106296,122.75,28.0833333333335,27,3,9,0,0,8
"Melo, Pedro",2014.08.16,4000.0,8.32986342106296,120.5,26.3333333333335,11,5,2,0,0,8
"Roman, Daniel",2014.08.16,4500.0,8.44764645671934,122.25,24.25,10,2,4,0,0,8
"Phipps, Jas",2014.08.16,1200.0,7.12589061673702,164.75,27.0,4,5,1,0,0,4
"Sierra, Ulises",2014.08.16,1200.0,7.12589061673702,165.0,25.5833333333335,7,0,5,0,0,4
"Rico, Jesus M.",2014.08.16,1500.0,7.34903416805123,143.25,21.9166666666667,2,6,0,0,0,4
"Vargas, Adrian",2014.08.16,1200.0,7.12589061673702,146.5,24.6979452054763,10,0,6,0,0,4
"Santillan, Giovanni",2014.08.16,5000.0,8.55300697237717,139.0,22.7390410958906,13,0,7,0,0,8
"Rin, Sopaun",2014.08.21,1600.0,7.4135726891888,132.8,27.8333333333335,0,1,0,0,0,4
"Kim, Daniel",2014.08.21,1200.0,7.12589061673702,133.4,24.5833333333335,1,1,0,0,0,4
"Santana, Oscar",2014.08.21,1300.0,7.20593332441056,133.5,23.5,3,1,1,0,0,4
"Teague, Tavorus",2014.08.21,2500.0,7.85985979181722,150.0,27.3333333333335,2,1,1,0,0,4
"Watts, Tevin",2014.08.21,1500.0,7.34903416805123,149.6,22.3333333333335,3,0,0,0,0,4
"Watts, Kevin",2014.08.21,2500.0,7.85985979181722,139.8,22.3333333333335,5,0,2,0,0,6
"Aguilera, Nagy",2014.08.22,15000.0,9.65161926104528,244.0,28.25,19,8,13,0,0,8
"Washington, Gerald M.",2014.08.22,10000.0,9.24615415293711,246.0,32.3333333333335,13,0,10,0,0,8
"Frias, Sergio",2014.08.22,8000.0,9.0230106016229,122.0,23.25,16,3,9,0,0,10
"Avila, Manuel",2014.08.22,12000.0,9.42847570973107,122.0,22.3333333333335,15,0,6,0,0,10
"Peterson, Percy",2014.08.22,1500.0,7.34903416805123,135.0,23.0,0,3,0,0,0,4
"Bautista, Chris",2014.08.22,1000.0,6.94356905994307,137.0,20.3333333333335,2,0,0,0,0,4
"Bourland, Ryan",2014.08.22,1000.0,6.94356905994307,176.0,26.1666666666667,3,0,2,0,0,4
"Robb, Guy Lee",2014.08.22,3500.0,8.19633202843843,127.0,25.5,13,1,5,0,0,6
"Najera, Sergio",2014.08.22,3000.0,8.04218134861118,124.0,25.0,6,0,2,0,0,6
"Robles, Manny III",2014.08.22,2500.0,7.85985979181722,125.0,20.25,8,14,3,0,0,6
"Martinez, Cesar",2014.08.22,1800.0,7.53135572484519,131.0,25.0833333333335,4,2,1,0,0,6
"Vences, Andy",2014.08.22,1500.0,7.34903416805123,130.0,23.25,8,0,4,0,0,6
"Quiroz, Jesus",2014.08.22,1000.0,6.94356905994307,152.0,22.8333333333335,1,0,0,0,0,4
"Siapno, Joel",2014.08.22,1000.0,6.94356905994307,152.0,22.7116438356165,0,1,0,0,0,4
"Zavaleta, Mauricio",2014.08.22,1000.0,6.94356905994307,155.0,26.0833333333335,1,1,1,0,0,4
"Walters, William",2014.08.22,1250.0,7.16671261125728,154.0,33.25,1,3,0,0,0,4
"Bone, Erick E.",2014.08.22,8000.0,9.0230106016229,143.0,25.6869863013667,14,1,8,0,0,10
"Montes, Mahonry",2014.08.22,8500.0,9.08363522343934,142.5,24.75,29,3,21,0,0,10
"Funez, Juan",2014.08.22,1000.0,6.94356905994307,124.5,20.8333333333335,5,0,2,0,0,4
"Fuentes, Fernando",2014.08.22,2000.0,7.63671624050301,123.5,20.0833333333335,4,2,0,0,0,4
"Roman, Jessie",2014.08.22,5000.0,8.55300697237717,141.0,23.25,17,1,9,0,0,8
"Chavez, Joaquin R.",2014.08.22,5000.0,8.55300697237717,141.0,26.75,8,13,2,0,0,8
"Gibson, Avery B.",2014.08.22,3000.0,8.04218134861118,245.0,31.6787671232871,3,4,1,0,0,6
"Conley, Joshua",2014.08.22,2500.0,7.85985979181722,156.0,22.4166666666667,8,0,6,0,0,6
"Trout, Austin",2014.08.22,50000.0,10.8555920653712,154.0,28.9166666666667,26,2,14,0,0,10
"Hunter, Michael",2014.08.22,4500.0,8.44764645671934,205.0,26.0833333333335,5,0,3,0,0,6
"Jolly, Harvey",2014.08.22,4000.0,8.32986342106296,194.0,37.9166666666667,14,21,7,0,0,6
"Davis, Kyrone",2014.08.22,2000.0,7.63671624050301,159.0,19.75,3,0,2,0,0,4
"Worthy, John",2014.08.22,3000.0,8.04218134861118,161.0,31.75,3,6,1,0,0,4
"Martin, Kareem",2014.08.22,1500.0,7.34903416805123,146.5,19.0,1,0,1,0,0,4
"Harris, Taif",2014.08.22,1000.0,6.94356905994307,147.0,31.8333333333335,0,0,0,0,0,4
"Elbiali, Ahmed",2014.08.22,2500.0,7.85985979181722,175.0,23.8333333333335,5,0,5,0,0,4
"Williams, Dwayne",2014.08.22,3500.0,8.19633202843843,175.0,31.0833333333335,5,3,2,0,0,4
"Montes, Enrique",2014.08.22,2000.0,7.63671624050301,152.0,27.5833333333335,0,1,0,0,0,4
"Hill, Thomas G. Jnr.",2014.08.22,1500.0,7.34903416805123,152.5,20.3333333333335,0,0,0,0,0,4
"Urena, Arturo",2014.08.22,4000.0,8.32986342106296,153.0,41.0,22,17,18,0,0,6
"Zarate, Isaac",2014.08.22,3000.0,8.04218134861118,121.2,22.9166666666667,7,1,0,0,0,6
"Barreras, Guadalupe",2014.08.22,2000.0,7.63671624050301,122.0,27.8333333333335,8,2,4,0,0,6
"Reyes, Juan R.",2014.08.22,3000.0,8.04218134861118,124.8,25.0,10,1,1,0,0,6
"Capaceta, Victor",2014.08.22,2000.0,7.63671624050301,124.8,21.9166666666667,4,6,2,0,0,6
"Solis, Luis",2014.08.22,4000.0,8.32986342106296,139.6,22.5,15,3,12,0,0,8
"Huerta, Miguel A.",2014.08.22,5000.0,8.55300697237717,139.0,35.8333333333335,27,12,18,0,0,8
"Ramirez, Danny",2014.08.22,1200.0,7.12589061673702,138.8,24.1666666666667,4,0,2,0,0,4
"Lopez, Wilberth A.",2014.08.22,1500.0,7.34903416805123,140.0,19.5,3,3,1,0,0,4
